DrugID	drugname	code	level	l1	l2	l3	l4
DB11150	Barium sulfate	V08BA02	various;contrast media;x-ray contrast media, non-iodinated;barium sulfate containing x-ray contrast media	various	contrast media	x-ray contrast media, non-iodinated	barium sulfate containing x-ray contrast media
DB11151	Sodium hydroxide	NA	NA	NA	NA	NA	NA
DB11152	Trichloroacetate	NA	NA	NA	NA	NA	NA
DB11153	Potassium hydroxide	NA	NA	NA	NA	NA	NA
DB11154	Zinc citrate	NA	NA	NA	NA	NA	NA
DB11155	Triclocarban	NA	NA	NA	NA	NA	NA
DB11156	Pyrantel	P02CC01	antiparasitic products, insecticides and repellents;anthelmintics;antinematodal agents;tetrahydropyrimidine derivatives	antiparasitic products, insecticides and repellents	anthelmintics	antinematodal agents	tetrahydropyrimidine derivatives
DB11157	Anthralin	D05AC01	dermatologicals;antipsoriatics;antipsoriatics for topical use;antracen derivatives	dermatologicals	antipsoriatics	antipsoriatics for topical use	antracen derivatives
DB11157	Anthralin	D05AC51	dermatologicals;antipsoriatics;antipsoriatics for topical use;antracen derivatives	dermatologicals	antipsoriatics	antipsoriatics for topical use	antracen derivatives
DB11158	Pectin	A07BC01	alimentary tract and metabolism;antidiarrheals, intestinal antiinflammatory/antiinfective agents;intestinal adsorbents;other intestinal adsorbents	alimentary tract and metabolism	antidiarrheals, intestinal antiinflammatory/antiinfective agents	intestinal adsorbents	other intestinal adsorbents
DB11159	Sodium sulfide	NA	NA	NA	NA	NA	NA
DB11160	Phenyltoloxamine	NA	NA	NA	NA	NA	NA
DB11161	Polyethylene glycol 300	NA	NA	NA	NA	NA	NA
DB11164	Bicisate	NA	NA	NA	NA	NA	NA
DB11165	Rosin	NA	NA	NA	NA	NA	NA
DB11166	Antithrombin Alfa	NA	NA	NA	NA	NA	NA
DB11168	Calcium threonate	NA	NA	NA	NA	NA	NA
DB11169	Ferrous asparto glycinate	NA	NA	NA	NA	NA	NA
DB11171	Ferric sulfate	NA	NA	NA	NA	NA	NA
DB11172	Sesame oil	NA	NA	NA	NA	NA	NA
DB11174	2-(l-menthoxy)ethanol	NA	NA	NA	NA	NA	NA
DB11175	Zinc picolinate	NA	NA	NA	NA	NA	NA
DB11176	Zeaxanthin	NA	NA	NA	NA	NA	NA
DB11178	Polysorbate 20	NA	NA	NA	NA	NA	NA
DB11179	Exametazime	NA	NA	NA	NA	NA	NA
DB11180	Tetrofosmin	NA	NA	NA	NA	NA	NA
DB11181	Homatropine	S01FA05	sensory organs;ophthalmologicals;mydriatics and cycloplegics;anticholinergics	sensory organs	ophthalmologicals	mydriatics and cycloplegics	anticholinergics
DB11182	Rose bengal	S01JA02	sensory organs;ophthalmologicals;diagnostic agents;colouring agents	sensory organs	ophthalmologicals	diagnostic agents	colouring agents
DB11183	Light green SF yellowish	NA	NA	NA	NA	NA	NA
DB11184	Oftasceine	NA	NA	NA	NA	NA	NA
DB11185	Sulisobenzone	NA	NA	NA	NA	NA	NA
DB11186	Pentoxyverine	R05DB05	respiratory system;cough and cold preparations;cough suppressants, excl. combinations with expectorants;other cough suppressants	respiratory system	cough and cold preparations	cough suppressants, excl. combinations with expectorants	other cough suppressants
DB11187	1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine	NA	NA	NA	NA	NA	NA
DB11188	1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine	NA	NA	NA	NA	NA	NA
DB11189	Magnesium glycinate	NA	NA	NA	NA	NA	NA
DB11190	Pantethine	A11HA32	alimentary tract and metabolism;vitamins;other plain vitamin preparations;other plain vitamin preparations	alimentary tract and metabolism	vitamins	other plain vitamin preparations	other plain vitamin preparations
DB11191	Cobamamide	B03BA04	blood and blood forming organs;antianemic preparations;vitamin b12 and folic acid;vitamin b12 (cyanocobalamin and analogues)	blood and blood forming organs	antianemic preparations	vitamin b12 and folic acid	vitamin b12 (cyanocobalamin and analogues)
DB11192	L-threonic acid	NA	NA	NA	NA	NA	NA
DB11193	Papain	NA	NA	NA	NA	NA	NA
DB11195	Xylitol	NA	NA	NA	NA	NA	NA
DB11197	Ferrous cysteine glycinate	NA	NA	NA	NA	NA	NA
DB11198	Peppermint oil	NA	NA	NA	NA	NA	NA
DB11199	Sage oil	NA	NA	NA	NA	NA	NA
DB11200	Aluminum zirconium octachlorohydrex gly	NA	NA	NA	NA	NA	NA
DB11201	Menthyl salicylate	NA	NA	NA	NA	NA	NA
DB11202	N-alkyl ethylbenzyl dimethyl ammonium (C12-C14)	NA	NA	NA	NA	NA	NA
DB11203	Boron	NA	NA	NA	NA	NA	NA
DB11204	Panthenol	NA	NA	NA	NA	NA	NA
DB11205	Alcloxa	NA	NA	NA	NA	NA	NA
DB11206	Bemotrizinol	NA	NA	NA	NA	NA	NA
DB11207	Amiloxate	NA	NA	NA	NA	NA	NA
DB11208	Aluminum chlorohydrex propylene glycol	NA	NA	NA	NA	NA	NA
DB11209	Iron protein succinylate	NA	NA	NA	NA	NA	NA
DB11210	Ferrous bisglycinate	NA	NA	NA	NA	NA	NA
DB11211	Calcium sulfide	NA	NA	NA	NA	NA	NA
DB11217	Arbutin	NA	NA	NA	NA	NA	NA
DB11218	Tea tree oil	NA	NA	NA	NA	NA	NA
DB11219	Enzacamene	NA	NA	NA	NA	NA	NA
DB11220	Octacosanol	NA	NA	NA	NA	NA	NA
DB11221	Dioxybenzone	NA	NA	NA	NA	NA	NA
DB11222	Benzoin resin	NA	NA	NA	NA	NA	NA
DB11223	Tolu balsam	NA	NA	NA	NA	NA	NA
DB11224	Liquidambar styraciflua resin	NA	NA	NA	NA	NA	NA
DB11225	Peg-100 stearate	NA	NA	NA	NA	NA	NA
DB11226	Ethylhexyl methoxycrylene	NA	NA	NA	NA	NA	NA
DB11227	Thermus thermophilus lysate	NA	NA	NA	NA	NA	NA
DB11228	Methylcellulose	A06AC06	alimentary tract and metabolism;drugs for constipation;drugs for constipation;bulk-forming laxatives	alimentary tract and metabolism	drugs for constipation	drugs for constipation	bulk-forming laxatives
DB11229	Padimate A	NA	NA	NA	NA	NA	NA
DB11230	Magnesium Aluminum Silicate	NA	NA	NA	NA	NA	NA
DB11231	Lycopene	NA	NA	NA	NA	NA	NA
DB11232	Saccharide isomerate	NA	NA	NA	NA	NA	NA
DB11233	Silver citrate	NA	NA	NA	NA	NA	NA
DB11234	Poliglusam	NA	NA	NA	NA	NA	NA
DB11235	Thonzylamine	D04AA01	dermatologicals;antipruritics, incl. antihistamines, anesthetics, etc.;antipruritics, incl. antihistamines, anesthetics, etc.;antihistamines for topical use	dermatologicals	antipruritics, incl. antihistamines, anesthetics, etc.	antipruritics, incl. antihistamines, anesthetics, etc.	antihistamines for topical use
DB11235	Thonzylamine	R06AC06	respiratory system;antihistamines for systemic use;antihistamines for systemic use;substituted ethylene diamines	respiratory system	antihistamines for systemic use	antihistamines for systemic use	substituted ethylene diamines
DB11235	Thonzylamine	R01AC06	respiratory system;nasal preparations;decongestants and other nasal preparations for topical use;antiallergic agents, excl. corticosteroids	respiratory system	nasal preparations	decongestants and other nasal preparations for topical use	antiallergic agents, excl. corticosteroids
DB11236	Polyethylene glycol 3500	NA	NA	NA	NA	NA	NA
DB11237	Trypsin	B06AA07	blood and blood forming organs;other hematological agents;other hematological agents;enzymes	blood and blood forming organs	other hematological agents	other hematological agents	enzymes
DB11237	Trypsin	D03BA01	dermatologicals;preparations for treatment of wounds and ulcers;enzymes;proteolytic enzymes	dermatologicals	preparations for treatment of wounds and ulcers	enzymes	proteolytic enzymes
DB11237	Trypsin	M09AB52	musculo-skeletal system;other drugs for disorders of the musculo-skeletal system;other drugs for disorders of the musculo-skeletal system;enzymes	musculo-skeletal system	other drugs for disorders of the musculo-skeletal system	other drugs for disorders of the musculo-skeletal system	enzymes
DB11238	Borage oil	NA	NA	NA	NA	NA	NA
DB11239	Aluminum sulfate	NA	NA	NA	NA	NA	NA
DB11242	Gelatin	NA	NA	NA	NA	NA	NA
DB11243	Ethyl macadamiate	NA	NA	NA	NA	NA	NA
DB11244	Cyclomethicone 5	NA	NA	NA	NA	NA	NA
DB11246	Copper gluconate	NA	NA	NA	NA	NA	NA
DB11247	Sambucus nigra flowering top	NA	NA	NA	NA	NA	NA
DB11248	Zinc gluconate	C05AX04	cardiovascular system;vasoprotectives;agents for treatment of hemorrhoids and anal fissures for topical use;other agents for treatment of hemorrhoids and anal fissures for topical use	cardiovascular system	vasoprotectives	agents for treatment of hemorrhoids and anal fissures for topical use	other agents for treatment of hemorrhoids and anal fissures for topical use
DB11248	Zinc gluconate	A12CB02	alimentary tract and metabolism;mineral supplements;other mineral supplements;zinc	alimentary tract and metabolism	mineral supplements	other mineral supplements	zinc
DB11250	Glyceryl monostearate	NA	NA	NA	NA	NA	NA
DB11251	Tocopherol	A11HA03	alimentary tract and metabolism;vitamins;other plain vitamin preparations;other plain vitamin preparations	alimentary tract and metabolism	vitamins	other plain vitamin preparations	other plain vitamin preparations
DB11252	Poloxamer 407	NA	NA	NA	NA	NA	NA
DB11253	Xanthan gum	NA	NA	NA	NA	NA	NA
DB11254	Hexylresorcinol	R02AA12	respiratory system;throat preparations;throat preparations;antiseptics	respiratory system	throat preparations	throat preparations	antiseptics
DB11255	Chromium picolinate	NA	NA	NA	NA	NA	NA
DB11256	Levomefolic acid	NA	NA	NA	NA	NA	NA
DB11257	Fluoride ion	NA	NA	NA	NA	NA	NA
DB11259	Diosmetin	NA	NA	NA	NA	NA	NA
DB11260	Diacetyl benzoyl lathyrol	NA	NA	NA	NA	NA	NA
DB11261	Atractylodes japonica root	NA	NA	NA	NA	NA	NA
DB11262	Bisoctrizole	NA	NA	NA	NA	NA	NA
DB11263	Polydatin	NA	NA	NA	NA	NA	NA
DB11264	Calcium glycerophosphate	NA	NA	NA	NA	NA	NA
DB11265	Curcuma xanthorrhiza oil	NA	NA	NA	NA	NA	NA
DB11266	Sea salt	NA	NA	NA	NA	NA	NA
DB11267	Triethoxycaprylylsilane	NA	NA	NA	NA	NA	NA
DB11268	Protocatechualdehyde	NA	NA	NA	NA	NA	NA
DB11269	Diethylamino hydroxybenzoyl hexyl benzoate	NA	NA	NA	NA	NA	NA
DB11270	Atractylodes japonica root oil	NA	NA	NA	NA	NA	NA
DB11271	Polysilicone-15	NA	NA	NA	NA	NA	NA
DB11272	Methyl undecenoyl leucinate	NA	NA	NA	NA	NA	NA
DB11273	Dihydroergocornine	NA	NA	NA	NA	NA	NA
DB11274	Dihydro-alpha-ergocryptine	NA	NA	NA	NA	NA	NA
DB11275	Epicriptine	NA	NA	NA	NA	NA	NA
DB11276	Pine needle oil (pinus mugo)	NA	NA	NA	NA	NA	NA
DB11277	Aluminum zirconium pentachlorohydrex gly	NA	NA	NA	NA	NA	NA
DB11278	DL-Methylephedrine	NA	NA	NA	NA	NA	NA
DB11279	Brilliant green cation	NA	NA	NA	NA	NA	NA
DB11281	Bismuth subcarbonate	NA	NA	NA	NA	NA	NA
DB11282	Diethyltoluamide	P03BX01	antiparasitic products, insecticides and repellents;ectoparasiticides, incl. scabicides, insecticides and repellents;insecticides and repellents;other insecticides and repellents	antiparasitic products, insecticides and repellents	ectoparasiticides, incl. scabicides, insecticides and repellents	insecticides and repellents	other insecticides and repellents
DB11283	DL-dimyristoylphosphatidylcholine	NA	NA	NA	NA	NA	NA
DB11284	DL-dimyristoylphosphatidylglycerol	NA	NA	NA	NA	NA	NA
DB11285	Ethyl ferulate	NA	NA	NA	NA	NA	NA
DB11286	Colloidal oatmeal	NA	NA	NA	NA	NA	NA
DB11288	Borneol	NA	NA	NA	NA	NA	NA
DB11289	Methicone (20 CST)	NA	NA	NA	NA	NA	NA
DB11290	Aluminium tristearate	NA	NA	NA	NA	NA	NA
DB11291	2-ethylhexyl benzoate	NA	NA	NA	NA	NA	NA
DB11293	Rice bran oil	NA	NA	NA	NA	NA	NA
DB11294	Coccidioides immitis spherule	NA	NA	NA	NA	NA	NA
DB11295	Trichophyton verrucosum	NA	NA	NA	NA	NA	NA
DB11296	Prezatide	NA	NA	NA	NA	NA	NA
DB11297	Palmitoyl oligopeptide	NA	NA	NA	NA	NA	NA
DB11298	Thioredoxin	NA	NA	NA	NA	NA	NA
DB11299	Vanillyl butyl ether	NA	NA	NA	NA	NA	NA
DB11300	Thrombin	B02BC06	blood and blood forming organs;antihemorrhagics;vitamin k and other hemostatics;local hemostatics	blood and blood forming organs	antihemorrhagics	vitamin k and other hemostatics	local hemostatics
DB11300	Thrombin	B02BD30	blood and blood forming organs;antihemorrhagics;vitamin k and other hemostatics;blood coagulation factors	blood and blood forming organs	antihemorrhagics	vitamin k and other hemostatics	blood coagulation factors
DB11301	Curcuma aromatica root oil	NA	NA	NA	NA	NA	NA
DB11302	Hydrogenated soybean oil	NA	NA	NA	NA	NA	NA
DB11304	Phenoxyethanol	NA	NA	NA	NA	NA	NA
DB11305	Quaternium-18	NA	NA	NA	NA	NA	NA
DB11306	Bentonite	NA	NA	NA	NA	NA	NA
DB11309	Sulfuric acid	NA	NA	NA	NA	NA	NA
DB11311	Prothrombin	NA	NA	NA	NA	NA	NA
DB11312	Protein C	B01AD12	blood and blood forming organs;antithrombotic agents;antithrombotic agents;enzymes	blood and blood forming organs	antithrombotic agents	antithrombotic agents	enzymes
DB11313	Phenyl trimethicone	NA	NA	NA	NA	NA	NA
DB11315	Methscopolamine	A03CB01	alimentary tract and metabolism;drugs for functional gastrointestinal disorders;antispasmodics in combination with psycholeptics;belladonna and derivatives in combination with psycholeptics	alimentary tract and metabolism	drugs for functional gastrointestinal disorders	antispasmodics in combination with psycholeptics	belladonna and derivatives in combination with psycholeptics
DB11315	Methscopolamine	S01FA03	sensory organs;ophthalmologicals;mydriatics and cycloplegics;anticholinergics	sensory organs	ophthalmologicals	mydriatics and cycloplegics	anticholinergics
DB11315	Methscopolamine	A03BB03	alimentary tract and metabolism;drugs for functional gastrointestinal disorders;belladonna and derivatives, plain;belladonna alkaloids, semisynthetic, quaternary ammonium compounds	alimentary tract and metabolism	drugs for functional gastrointestinal disorders	belladonna and derivatives, plain	belladonna alkaloids, semisynthetic, quaternary ammonium compounds
DB11318	1,2-Docosahexanoyl-sn-glycero-3-phosphoserine	NA	NA	NA	NA	NA	NA
DB11321	Cod liver oil	NA	NA	NA	NA	NA	NA
DB11323	Glycol salicylate	NA	NA	NA	NA	NA	NA
DB11324	Nonivamide	NA	NA	NA	NA	NA	NA
DB11325	Soy sterol	NA	NA	NA	NA	NA	NA
DB11326	Boric acid	S02AA03	sensory organs;otologicals;antiinfectives;antiinfectives	sensory organs	otologicals	antiinfectives	antiinfectives
DB11327	Dipyrithione	NA	NA	NA	NA	NA	NA
DB11328	Tetradecyl hydrogen sulfate (ester)	NA	NA	NA	NA	NA	NA
DB11329	C11-12 isoparaffin	NA	NA	NA	NA	NA	NA
DB11330	Factor IX Complex (Human)	NA	NA	NA	NA	NA	NA
DB11331	1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol))	NA	NA	NA	NA	NA	NA
DB11332	Sinapultide	NA	NA	NA	NA	NA	NA
DB11333	Poloxamer 188	NA	NA	NA	NA	NA	NA
DB11335	Ascorbyl glucoside	NA	NA	NA	NA	NA	NA
DB11336	Kinetin	NA	NA	NA	NA	NA	NA
DB11337	Zeatin	NA	NA	NA	NA	NA	NA
DB11338	Clove oil	NA	NA	NA	NA	NA	NA
DB11340	Ubiquinol	NA	NA	NA	NA	NA	NA
DB11341	Ichthammol	NA	NA	NA	NA	NA	NA
DB11342	Aluminum oxide	D10AX04	dermatologicals;anti-acne preparations;anti-acne preparations for topical use;other anti-acne preparations for topical use	dermatologicals	anti-acne preparations	anti-acne preparations for topical use	other anti-acne preparations for topical use
DB11343	Silanol	NA	NA	NA	NA	NA	NA
DB11344	(+)-menthol	NA	NA	NA	NA	NA	NA
DB11345	(S)-camphor	NA	NA	NA	NA	NA	NA
DB11346	Rubidium	NA	NA	NA	NA	NA	NA
DB11347	Bacillus subtilis	NA	NA	NA	NA	NA	NA
DB11348	Calcium Phosphate	A12AA01	alimentary tract and metabolism;mineral supplements;calcium;calcium	alimentary tract and metabolism	mineral supplements	calcium	calcium
DB11348	Calcium Phosphate	A11GB01	alimentary tract and metabolism;vitamins;ascorbic acid (vitamin c), incl. combinations;ascorbic acid (vitamin c), combinations	alimentary tract and metabolism	vitamins	ascorbic acid (vitamin c), incl. combinations	ascorbic acid (vitamin c), combinations
DB11349	Cetyl ethylhexanoate	NA	NA	NA	NA	NA	NA
DB11350	Cocamidopropyl betaine	NA	NA	NA	NA	NA	NA
DB11352	Ascorbyl phosphate	NA	NA	NA	NA	NA	NA
DB11355	Propolis wax	NA	NA	NA	NA	NA	NA
DB11356	Polyquaternium-10 (400 cps at 2%)	NA	NA	NA	NA	NA	NA
DB11357	Linseed oil	NA	NA	NA	NA	NA	NA
DB11358	Evening primrose oil	NA	NA	NA	NA	NA	NA
DB11359	Guaiacol	NA	NA	NA	NA	NA	NA
DB11360	Lactobacillus plantarum	NA	NA	NA	NA	NA	NA
DB11361	Betula pendula tar oil	NA	NA	NA	NA	NA	NA
DB11362	Selexipag	B01AC27	blood and blood forming organs;antithrombotic agents;antithrombotic agents;platelet aggregation inhibitors excl. heparin	blood and blood forming organs	antithrombotic agents	antithrombotic agents	platelet aggregation inhibitors excl. heparin
DB11363	Alectinib	L01XE36	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB11364	Pidotimod	L03AX05	antineoplastic and immunomodulating agents;immunostimulants;immunostimulants;other immunostimulants	antineoplastic and immunomodulating agents	immunostimulants	immunostimulants	other immunostimulants
DB11365	Sennosides	A06AB56	alimentary tract and metabolism;drugs for constipation;drugs for constipation;contact laxatives	alimentary tract and metabolism	drugs for constipation	drugs for constipation	contact laxatives
DB11365	Sennosides	A06AB06	alimentary tract and metabolism;drugs for constipation;drugs for constipation;contact laxatives	alimentary tract and metabolism	drugs for constipation	drugs for constipation	contact laxatives
DB11366	Roquinimex	L03AX02	antineoplastic and immunomodulating agents;immunostimulants;immunostimulants;other immunostimulants	antineoplastic and immunomodulating agents	immunostimulants	immunostimulants	other immunostimulants
DB11367	Cefroxadine	J01DB11	antiinfectives for systemic use;antibacterials for systemic use;other beta-lactam antibacterials;first-generation cephalosporins	antiinfectives for systemic use	antibacterials for systemic use	other beta-lactam antibacterials	first-generation cephalosporins
DB11368	Chlorophetanol	D01AE06	dermatologicals;antifungals for dermatological use;antifungals for topical use;other antifungals for topical use	dermatologicals	antifungals for dermatological use	antifungals for topical use	other antifungals for topical use
DB11369	Afoxolaner	NA	NA	NA	NA	NA	NA
DB11371	Alfaxalone	N01AX05	nervous system;anesthetics;anesthetics, general;other general anesthetics	nervous system	anesthetics	anesthetics, general	other general anesthetics
DB11372	Altrenogest	NA	NA	NA	NA	NA	NA
DB11373	Amitraz	NA	NA	NA	NA	NA	NA
DB11374	Amprolium	NA	NA	NA	NA	NA	NA
DB11375	Avilamycin	NA	NA	NA	NA	NA	NA
DB11376	Azaperone	NA	NA	NA	NA	NA	NA
DB11377	Bambermycins	NA	NA	NA	NA	NA	NA
DB11378	Buquinolate	NA	NA	NA	NA	NA	NA
DB11379	Butonate	NA	NA	NA	NA	NA	NA
DB11380	Cambendazole	NA	NA	NA	NA	NA	NA
DB11382	Carbarsone	NA	NA	NA	NA	NA	NA
DB11383	Carbomycin	NA	NA	NA	NA	NA	NA
DB11385	Cefalonium	NA	NA	NA	NA	NA	NA
DB11386	Chlorobutanol	A04AD54	alimentary tract and metabolism;antiemetics and antinauseants;antiemetics and antinauseants;other antiemetics	alimentary tract and metabolism	antiemetics and antinauseants	antiemetics and antinauseants	other antiemetics
DB11386	Chlorobutanol	A04AD04	alimentary tract and metabolism;antiemetics and antinauseants;antiemetics and antinauseants;other antiemetics	alimentary tract and metabolism	antiemetics and antinauseants	antiemetics and antinauseants	other antiemetics
DB11387	Chloroform	N01AB02	nervous system;anesthetics;anesthetics, general;halogenated hydrocarbons	nervous system	anesthetics	anesthetics, general	halogenated hydrocarbons
DB11389	Clorsulon	NA	NA	NA	NA	NA	NA
DB11390	Coumaphos	NA	NA	NA	NA	NA	NA
DB11392	Cythioate	NA	NA	NA	NA	NA	NA
DB11393	Danofloxacin	NA	NA	NA	NA	NA	NA
DB11394	Decoquinate	NA	NA	NA	NA	NA	NA
DB11395	Deracoxib	NA	NA	NA	NA	NA	NA
DB11396	Dichlorophen	P02DX02	antiparasitic products, insecticides and repellents;anthelmintics;anticestodals;other anticestodals	antiparasitic products, insecticides and repellents	anthelmintics	anticestodals	other anticestodals
DB11397	Dichlorvos	NA	NA	NA	NA	NA	NA
DB11398	Diclazuril	NA	NA	NA	NA	NA	NA
DB11399	Dirlotapide	NA	NA	NA	NA	NA	NA
DB11400	Doramectin	NA	NA	NA	NA	NA	NA
DB11401	Efrotomycin	NA	NA	NA	NA	NA	NA
DB11403	Emodepside	NA	NA	NA	NA	NA	NA
DB11404	Enrofloxacin	NA	NA	NA	NA	NA	NA
DB11405	Eprinomectin	NA	NA	NA	NA	NA	NA
DB11408	Famphur	NA	NA	NA	NA	NA	NA
DB11409	Febantel	NA	NA	NA	NA	NA	NA
DB11410	Fenbendazole	P02CA06	antiparasitic products, insecticides and repellents;anthelmintics;antinematodal agents;benzimidazole derivatives	antiparasitic products, insecticides and repellents	anthelmintics	antinematodal agents	benzimidazole derivatives
DB11411	Fenprostalene	NA	NA	NA	NA	NA	NA
DB11412	Fenthion	NA	NA	NA	NA	NA	NA
DB11413	Florfenicol	NA	NA	NA	NA	NA	NA
DB11414	Fluralaner	NA	NA	NA	NA	NA	NA
DB11416	Gamithromycin	NA	NA	NA	NA	NA	NA
DB11417	Gleptoferron	NA	NA	NA	NA	NA	NA
DB11419	Haloxon	NA	NA	NA	NA	NA	NA
DB11420	Squalane	NA	NA	NA	NA	NA	NA
DB11421	Imidacloprid	NA	NA	NA	NA	NA	NA
DB11423	Lasalocid	NA	NA	NA	NA	NA	NA
DB11424	Lufenuron	NA	NA	NA	NA	NA	NA
DB11425	Luprostiol	NA	NA	NA	NA	NA	NA
DB11426	Marbofloxacin	NA	NA	NA	NA	NA	NA
DB11427	Maropitant	NA	NA	NA	NA	NA	NA
DB11428	Medetomidine	NA	NA	NA	NA	NA	NA
DB11429	Mibolerone	NA	NA	NA	NA	NA	NA
DB11430	Monensin	NA	NA	NA	NA	NA	NA
DB11431	Moxidectin	P02CX03	antiparasitic products, insecticides and repellents;anthelmintics;antinematodal agents;other antinematodals	antiparasitic products, insecticides and repellents	anthelmintics	antinematodal agents	other antinematodals
DB11432	Narasin	NA	NA	NA	NA	NA	NA
DB11433	Nequinate	NA	NA	NA	NA	NA	NA
DB11434	Nicarbazin	NA	NA	NA	NA	NA	NA
DB11436	Nifurpirinol	NA	NA	NA	NA	NA	NA
DB11437	Nitarsone	NA	NA	NA	NA	NA	NA
DB11438	Nitenpyram	NA	NA	NA	NA	NA	NA
DB11440	Norgestomet	NA	NA	NA	NA	NA	NA
DB11442	Oleandomycin	J01RA08	antiinfectives for systemic use;antibacterials for systemic use;combinations of antibacterials;combinations of antibacterials	antiinfectives for systemic use	antibacterials for systemic use	combinations of antibacterials	combinations of antibacterials
DB11442	Oleandomycin	J01FA05	antiinfectives for systemic use;antibacterials for systemic use;macrolides, lincosamides and streptogramins;macrolides	antiinfectives for systemic use	antibacterials for systemic use	macrolides, lincosamides and streptogramins	macrolides
DB11443	Orbifloxacin	NA	NA	NA	NA	NA	NA
DB11446	Oxfendazole	NA	NA	NA	NA	NA	NA
DB11447	Phenothiazine	NA	NA	NA	NA	NA	NA
DB11448	Phosmet	NA	NA	NA	NA	NA	NA
DB11449	Phthalofyne	NA	NA	NA	NA	NA	NA
DB11450	Pimobendan	NA	NA	NA	NA	NA	NA
DB11451	Poloxalene	NA	NA	NA	NA	NA	NA
DB11452	Ponazuril	NA	NA	NA	NA	NA	NA
DB11453	Pradofloxacin	NA	NA	NA	NA	NA	NA
DB11454	Prostalene	NA	NA	NA	NA	NA	NA
DB11455	Robenacoxib	NA	NA	NA	NA	NA	NA
DB11456	Ronnel	NA	NA	NA	NA	NA	NA
DB11457	Rotenone	NA	NA	NA	NA	NA	NA
DB11458	Roxarsone	NA	NA	NA	NA	NA	NA
DB11459	Selamectin	NA	NA	NA	NA	NA	NA
DB11460	Squalene	NA	NA	NA	NA	NA	NA
DB11461	Sulfachlorpyridazine	NA	NA	NA	NA	NA	NA
DB11462	Sulfaethoxypyridazine	NA	NA	NA	NA	NA	NA
DB11463	Sulfanitran	NA	NA	NA	NA	NA	NA
DB11464	Sulfaquinoxaline	NA	NA	NA	NA	NA	NA
DB11466	Tepoxalin	NA	NA	NA	NA	NA	NA
DB11467	Thiostrepton	NA	NA	NA	NA	NA	NA
DB11468	Tiamulin	NA	NA	NA	NA	NA	NA
DB11470	Tildipirosin	NA	NA	NA	NA	NA	NA
DB11471	Tilmicosin	NA	NA	NA	NA	NA	NA
DB11472	Tioxidazole	NA	NA	NA	NA	NA	NA
DB11473	Metrifonate	P02BB01	antiparasitic products, insecticides and repellents;anthelmintics;antitrematodals;organophosphorous compounds	antiparasitic products, insecticides and repellents	anthelmintics	antitrematodals	organophosphorous compounds
DB11474	Tulathromycin A	NA	NA	NA	NA	NA	NA
DB11475	Tylosin	NA	NA	NA	NA	NA	NA
DB11476	Virginiamycin	D06AX10	dermatologicals;antibiotics and chemotherapeutics for dermatological use;antibiotics for topical use;other antibiotics for topical use	dermatologicals	antibiotics and chemotherapeutics for dermatological use	antibiotics for topical use	other antibiotics for topical use
DB11477	Xylazine	NA	NA	NA	NA	NA	NA
DB11478	Zeranol	NA	NA	NA	NA	NA	NA
DB11479	Zilpaterol	NA	NA	NA	NA	NA	NA
DB11480	Zoalene	NA	NA	NA	NA	NA	NA
DB11481	Atipamezole	NA	NA	NA	NA	NA	NA
DB11482	Balsam of Peru	NA	NA	NA	NA	NA	NA
DB11485	Ceftiofur	NA	NA	NA	NA	NA	NA
DB11487	Dexamethasone isonicotinate	NA	NA	NA	NA	NA	NA
DB11490	Nalorphine	V03AB02	various;all other therapeutic products;all other therapeutic products;antidotes	various	all other therapeutic products	all other therapeutic products	antidotes
DB11491	Sarafloxacin	NA	NA	NA	NA	NA	NA
DB11493	Sodium tripolyphosphate	NA	NA	NA	NA	NA	NA
DB11495	(S)-methoprene	NA	NA	NA	NA	NA	NA
DB11496	2-mercaptobenzothiazole	NA	NA	NA	NA	NA	NA
DB11497	Sulfotep	NA	NA	NA	NA	NA	NA
DB11499	Amphomycin	NA	NA	NA	NA	NA	NA
DB11501	Bunamidine	NA	NA	NA	NA	NA	NA
DB11502	Butacaine	NA	NA	NA	NA	NA	NA
DB11504	Caramiphen	NA	NA	NA	NA	NA	NA
DB11505	Cefovecin	NA	NA	NA	NA	NA	NA
DB11507	Cloprostenol	NA	NA	NA	NA	NA	NA
DB11509	Cupric glycinate	NA	NA	NA	NA	NA	NA
DB11510	Deslorelin	NA	NA	NA	NA	NA	NA
DB11511	Difloxacin	NA	NA	NA	NA	NA	NA
DB11512	Dihydrostreptomycin	S01AA15	sensory organs;ophthalmologicals;antiinfectives;antibiotics	sensory organs	ophthalmologicals	antiinfectives	antibiotics
DB11513	Diperodon	NA	NA	NA	NA	NA	NA
DB11516	Dithiazanine	NA	NA	NA	NA	NA	NA
DB11517	Etymemazine	NA	NA	NA	NA	NA	NA
DB11518	Flunixin	NA	NA	NA	NA	NA	NA
DB11519	Fluprostenol	NA	NA	NA	NA	NA	NA
DB11520	Hygromycin B	NA	NA	NA	NA	NA	NA
